location_code,sample_type,sample_location,sampling_freq,sampling_date,isotope_name,value,units,graph_value,comment
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-02-10,GROSS BETA,13.3+/-1.9,pCi/1000M3,13.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-02-18,GROSS BETA,13.8+/-1.6,pCi/1000M3,13.8,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-02-24,GROSS BETA,8.4+/-1.5,pCi/1000M3,8.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-03-03,GROSS BETA,20+/-2,pCi/1000M3,20,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-03-10,GROSS BETA,13.4+/-1.8,pCi/1000M3,13.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-03-17,GROSS BETA,11.7+/-1.6,pCi/1000M3,11.7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-03-24,GROSS BETA,5.7+/-1.2,pCi/1000M3,5.7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-03-31,GROSS BETA,9+/-1.4,pCi/1000M3,9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-04-07,GROSS BETA,7+/-1.2,pCi/1000M3,7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-04-14,GROSS BETA,8.9+/-1.4,pCi/1000M3,8.9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-04-21,GROSS BETA,10.9+/-1.5,pCi/1000M3,10.9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-04-28,GROSS BETA,8.2+/-1.4,pCi/1000M3,8.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-05-05,GROSS BETA,5.3+/-1.1,pCi/1000M3,5.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-05-12,GROSS BETA,8.4+/-1.3,pCi/1000M3,8.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-05-19,GROSS BETA,6.8+/-1.2,pCi/1000M3,6.8,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-05-27,GROSS BETA,8.6+/-1.2,pCi/1000M3,8.6,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-06-02,GROSS BETA,4.9+/-1,pCi/1000M3,4.9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-06-09,GROSS BETA,6.3+/-1,pCi/1000M3,6.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-06-16,GROSS BETA,4.6+/-0.9,pCi/1000M3,4.6,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-06-23,GROSS BETA,8.3+/-1.2,pCi/1000M3,8.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-06-30,GROSS BETA,5.35+/-0.16,pCi/1000M3,5.35,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-07-07,GROSS BETA,4.5+/-0.14,pCi/1000M3,4.5,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-07-14,GROSS BETA,10.3+/-0.3,pCi/1000M3,10.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-07-21,GROSS BETA,2.14+/-0.14,pCi/1000M3,2.14,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-07-28,GROSS BETA,7.1+/-1.1,pCi/1000M3,7.1,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-08-04,GROSS BETA,5.3+/-1,pCi/1000M3,5.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-08-11,GROSS BETA,8.5+/-1.2,pCi/1000M3,8.5,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-08-18,GROSS BETA,6.4+/-1.1,pCi/1000M3,6.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-08-25,GROSS BETA,5.4+/-0.9,pCi/1000M3,5.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-09-02,GROSS BETA,7.9+/-1.1,pCi/1000M3,7.9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-09-08,GROSS BETA,18+/-2,pCi/1000M3,18,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-09-15,GROSS BETA,4.4+/-0.9,pCi/1000M3,4.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-09-22,GROSS BETA,9.7+/-1.3,pCi/1000M3,9.7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-09-29,GROSS BETA,9.1+/-1.2,pCi/1000M3,9.1,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-10-06,GROSS BETA,7.4+/-1.1,pCi/1000M3,7.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-10-13,GROSS BETA,9.4+/-1.3,pCi/1000M3,9.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-10-20,GROSS BETA,6.4+/-1,pCi/1000M3,6.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-10-27,GROSS BETA,4.8+/-0.9,pCi/1000M3,4.8,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-11-03,GROSS BETA,9.3+/-1.3,pCi/1000M3,9.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-11-10,GROSS BETA,10.4+/-1.4,pCi/1000M3,10.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-11-16,GROSS BETA,8.4+/-1.3,pCi/1000M3,8.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-11-24,GROSS BETA,12.2+/-1.4,pCi/1000M3,12.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-12-01,GROSS BETA,9.8+/-1.3,pCi/1000M3,9.8,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-12-08,GROSS BETA,11.4+/-1.4,pCi/1000M3,11.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-12-15,GROSS BETA,4.4+/-0.9,pCi/1000M3,4.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2014-12-22,GROSS BETA,9.6+/-1.3,pCi/1000M3,9.6,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,BIANNUALLY,2013-11-22,CESIUM-137,<0.5,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,BIANNUALLY,2014-04-04,CESIUM-137,<0.6,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2014-04-04,GROSS ALPHA,<0.5,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2014-04-04,GROSS BETA,2.3+/-1.5,pCi/L,2.3,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,SEMIANNUALLY,2009-06-03,ZIRCONIUM-95,<14,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,BIANNUALLY,2013-11-22,RUTHENIUM-106,<15,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,BIANNUALLY,2014-04-04,RUTHENIUM-106,<5,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2014-04-04,TRITIUM (HTO),<90,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,BIANNUALLY,2013-11-22,ZIRCONIUM-95,<40,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-006,WATER,PECONIC RIVER AT MANORVILLE,BIANNUALLY,2014-04-04,ZIRCONIUM-95,<4,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2014-04-04,GROSS ALPHA,1.3+/-1.2,pCi/L,1.3,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2014-05-23,GROSS ALPHA,<2,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2014-04-04,GROSS BETA,1.7+/-1.4,pCi/L,1.7,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2014-05-23,GROSS BETA,6+/-2,pCi/L,6,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2014-04-04,TRITIUM (HTO),<100,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2014-05-23,TRITIUM (HTO),<100,pCi/L,0,SAMPLING OCCURS SPORADICALLY AS PECONIC RIVER IS OFTEN DRY IN THIS AREA
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-01-05,GROSS BETA,15.2+/-1.6,pCi/1000M3      ,15.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-01-12,GROSS BETA,8.9+/-1.2,pCi/1000M3      ,8.9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-01-20,GROSS BETA,13.4+/-1.4,pCi/1000M3      ,13.4,"AIR SAMPLE PUMP OUT OF SERVICE FORM JAN 20, 2009 THROUGH MID-MARCH "
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-03-23,GROSS BETA,13.9+/-1.5,pCi/1000M3      ,13.9,"AIR SAMPLE PUMP OUT OF SERVICE FORM JAN 20, 2009 THROUGH MID-MARCH "
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-03-30,GROSS BETA,<0.7,pCi/1000M3      ,0,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-04-06,GROSS BETA,4.3+/-1,pCi/1000M3      ,4.3,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-04-13,GROSS BETA,8.2+/-1.1,pCi/1000M3      ,8.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-04-20,GROSS BETA,13.2+/-1.4,pCi/1000M3      ,13.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-04-27,GROSS BETA,9.9+/-1.2,pCi/1000M3      ,9.9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-05-04,GROSS BETA,14+/-3,pCi/1000M3      ,14,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-05-11,GROSS BETA,5.1+/-1.1,pCi/1000M3      ,5.1,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-05-18,GROSS BETA,<60,pCi/1000M3      ,0,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-05-26,GROSS BETA,7.9+/-1.1,pCi/1000M3      ,7.9,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-06-01,GROSS BETA,4.7+/-1,pCi/1000M3      ,4.7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-06-08,GROSS BETA,6+/-1,pCi/1000M3      ,6,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-06-15,GROSS BETA,4+/-0.9,pCi/1000M3      ,4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-06-22,GROSS BETA,2.4+/-0.7,pCi/1000M3      ,2.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-07-01,GROSS BETA,5.7+/-0.9,pCi/1000M3      ,5.7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-07-06,GROSS BETA,5+/-1.3,pCi/1000M3      ,5,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-07-13,GROSS BETA,5.8+/-1,pCi/1000M3      ,5.8,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-07-20,GROSS BETA,42+/-6,pCi/1000M3      ,42,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-07-27,GROSS BETA,3.5+/-0.5,pCi/1000M3      ,3.5,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-08-03,GROSS BETA,9.2+/-1.2,pCi/1000M3      ,9.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-08-10,GROSS BETA,8.8+/-1.2,pCi/1000M3      ,8.8,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-08-17,GROSS BETA,11.5+/-1.4,pCi/1000M3      ,11.5,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-08-24,GROSS BETA,9.6+/-1.3,pCi/1000M3      ,9.6,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-08-31,GROSS BETA,8.2+/-1.2,pCi/1000M3      ,8.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-09-08,GROSS BETA,7.7+/-1.1,pCi/1000M3      ,7.7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-09-14,GROSS BETA,6.4+/-1.2,pCi/1000M3      ,6.4,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-09-21,GROSS BETA,8.2+/-1.2,pCi/1000M3      ,8.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-09-28,GROSS BETA,5.6+/-1,pCi/1000M3      ,5.6,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-10-05,GROSS BETA,6.2+/-1,pCi/1000M3      ,6.2,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-10-13,GROSS BETA,6.1+/-1,pCi/1000M3      ,6.1,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-10-19,GROSS BETA,4.6+/-1,pCi/1000M3      ,4.6,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-10-26,GROSS BETA,11+/-1.4,pCi/1000M3      ,11,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-11-02,GROSS BETA,5.5+/-1,pCi/1000M3      ,5.5,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-11-09,GROSS BETA,8+/-1.2,pCi/1000M3      ,8,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-11-16,GROSS BETA,11.1+/-1.4,pCi/1000M3      ,11.1,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-11-23,GROSS BETA,10.5+/-1.3,pCi/1000M3      ,10.5,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-11-30,GROSS BETA,6.7+/-1.1,pCi/1000M3      ,6.7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-12-07,GROSS BETA,7+/-1.1,pCi/1000M3      ,7,
5151-001,AIR,"BROOKHAVEN NAT'L LAB PERIMETER, STATION P-7",WEEKLY,2009-12-14,GROSS BETA,15.1+/-1.5,pCi/1000M3      ,15.1,
5151-002,FISH,DONAHUES POND,OCCASSIONALLY,2009-10-13,CESIUM-134,<1,pCi/kg      ,0,BOTTOM FEEDERS BLUEGILL AND BULLHEAD 
5151-002,FISH,DONAHUES POND,OCCASSIONALLY,2009-10-13,CESIUM-137,76+/-9,pCi/kg      ,76,BOTTOM FEEDERS BLUEGILL AND BULLHEAD 
5151-002,FISH,DONAHUES POND,OCCASSIONALLY,2009-10-13,POTASSIUM-40,2700+/-300,pCi/kg      ,2700,BOTTOM FEEDERS BLUEGILL AND BULLHEAD 
5151-002,FISH,DONAHUES POND,OCCASSIONALLY,2009-10-13,RADIUM-226 (Bi-214),5+/-4,pCi/kg      ,5,BOTTOM FEEDERS BLUEGILL AND BULLHEAD 
5151-002,FISH,DONAHUES POND,OCCASSIONALLY,2009-10-13,RUTHENIUM-106,<10,pCi/kg      ,0,BOTTOM FEEDERS BLUEGILL AND BULLHEAD 
5151-003,FISH,FORGE POND (PECONIC L.),OCCASSIONALLY,2009-09-22,CESIUM-134,<1.2,pCi/kg      ,0,TOP FEEDERS LARGE MOUTH BASS  
5151-003,FISH,FORGE POND (PECONIC L.),OCCASSIONALLY,2009-09-22,CESIUM-137,94+/-11,pCi/kg      ,94,TOP FEEDERS LARGE MOUTH BASS  
5151-003,FISH,FORGE POND (PECONIC L.),OCCASSIONALLY,2009-09-22,POTASSIUM-40,3100+/-300,pCi/kg      ,3100,TOP FEEDERS LARGE MOUTH BASS  
5151-003,FISH,FORGE POND (PECONIC L.),OCCASSIONALLY,2009-09-22,RADIUM-226 (Bi-214),<2,pCi/kg      ,0,TOP FEEDERS LARGE MOUTH BASS  
5151-003,FISH,FORGE POND (PECONIC L.),OCCASSIONALLY,2009-09-22,RUTHENIUM-106,<13,pCi/kg      ,0,TOP FEEDERS LARGE MOUTH BASS  
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,CESIUM-134,<1.1,pCi/kg      ,0,TOP FEEDERS LARGE MOUTH BASS  
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,CESIUM-134,<2,pCi/kg      ,0,BOTTOM FEEDERS - BLUE GILL     
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,CESIUM-137,70+/-9,pCi/kg      ,70,TOP FEEDERS LARGE MOUTH BASS  
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,CESIUM-137,23+/-6,pCi/kg      ,23,BOTTOM FEEDERS - BLUE GILL     
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,POTASSIUM-40,3100+/-300,pCi/kg      ,3100,TOP FEEDERS LARGE MOUTH BASS  
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,POTASSIUM-40,2400+/-300,pCi/kg      ,2400,BOTTOM FEEDERS - BLUE GILL     
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,RADIUM-226 (Bi-214),17+/-8,pCi/kg      ,17,BOTTOM FEEDERS - BLUE GILL     
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,RADIUM-226 (Bi-214),<2,pCi/kg      ,0,TOP FEEDERS LARGE MOUTH BASS  
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,RUTHENIUM-106,<12,pCi/kg      ,0,TOP FEEDERS LARGE MOUTH BASS  
5151-004,FISH,SWAN POND,OCCASSIONALLY,2009-10-13,RUTHENIUM-106,<20,pCi/kg      ,0,BOTTOM FEEDERS - BLUE GILL     
5151-006,WATER,PECONIC RIVER AT MANORVILLE,SEMIANNUALLY,2009-06-03,CESIUM-137,<2,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-01-30,GROSS ALPHA,<2,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-02-27,GROSS ALPHA,<0.8,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-04-09,GROSS ALPHA,<1.7,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-05-06,GROSS ALPHA,<0.4,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-06-03,GROSS ALPHA,<1,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-07-22,GROSS ALPHA,<0.7,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-09-25,GROSS ALPHA,<2,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-10-30,GROSS ALPHA,<1.3,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-11-30,GROSS ALPHA,<0.6,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-01-30,GROSS BETA,4.6+/-1.6,pCi/L       ,4.6,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-02-27,GROSS BETA,4.2+/-1.7,pCi/L       ,4.2,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-04-09,GROSS BETA,2.3+/-1.5,pCi/L       ,2.3,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-05-06,GROSS BETA,2.7+/-1.4,pCi/L       ,2.7,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-06-03,GROSS BETA,4.9+/-1.7,pCi/L       ,4.9,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-07-22,GROSS BETA,2.9+/-1.5,pCi/L       ,2.9,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-09-25,GROSS BETA,6.3+/-1.9,pCi/L       ,6.3,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-10-30,GROSS BETA,8+/-2,pCi/L       ,8,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-11-30,GROSS BETA,5+/-1.7,pCi/L       ,5,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,SEMIANNUALLY,2009-06-03,RUTHENIUM-106,<20,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-01-30,TRITIUM (HTO),<120,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-02-27,TRITIUM (HTO),<150,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-04-09,TRITIUM (HTO),<90,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-05-06,TRITIUM (HTO),<120,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-06-03,TRITIUM (HTO),90+/-80,pCi/L       ,90,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-07-22,TRITIUM (HTO),<130,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-09-25,TRITIUM (HTO),<70,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-10-30,TRITIUM (HTO),<90,pCi/L       ,0,
5151-006,WATER,PECONIC RIVER AT MANORVILLE,MONTHLY,2009-11-30,TRITIUM (HTO),<100,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-01-13,GROSS ALPHA,<1,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-02-18,GROSS ALPHA,<1.1,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-03-06,GROSS ALPHA,<1.2,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-04-28,GROSS ALPHA,<0.4,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-05-12,GROSS ALPHA,<0.9,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-06-23,GROSS ALPHA,<1.2,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-07-21,GROSS ALPHA,<0.6,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-08-25,GROSS ALPHA,<1,pCi/L       ,0,
5151-007,WATER,PECONIC RIVER AT BNL BOUNDARY,MONTHLY,2009-11-24,GROSS ALPHA,<1.2,pCi/L       ,0,
